X,Y,z
-0.593761171409046,-0.8913749950206341,0
-0.719348207977228,-0.800209999522465,0
-1.90417847693719,-0.00677143833814398,0
-1.8487730044532498,-2.0453038525184097,0
-0.324584313687464,-1.42365627514351,0
-1.24206931420479,-1.4092092569029298,0
-0.36386470613131394,-1.3053493530988,0
-1.0297277497136,-1.07972233419575,0
-0.304370660995658,0.01622283237552,0
-1.3698320551687801,-1.2012683490468,0
-0.28336370702310404,-0.564759332352972,0
-2.33927430340102,-1.2199278418135802,0
-1.2147176348696298,-0.19804804948519,0
-0.440600046320507,-1.9603389326095801,0
0.44881729336112997,-0.7339170389701679,0
-0.49691244786817207,-1.70166001103542,0
-0.744024961315783,-1.53559683820316,0
-1.1505421619801102,-1.09806547992437,0
-0.706933490970566,-0.34413809435674103,0
-1.3486195711258502,-0.875508107265318,0
-0.820791653844869,-0.479385734443081,0
-1.04690726843314,-1.0490926312497801,0
-1.61110883631983,-1.6858124809463901,0
-1.17718037995471,-0.603748353040645,0
-1.54726930771828,-0.698290007536881,0
-0.6540450863703741,-0.724222891987053,0
-1.78367309348607,-1.17033064386923,0
-2.00128810103904,-1.29168347136291,0
-1.4040584860168999,-0.4698413755217721,0
-0.847478865811271,-0.949889377980511,0
-1.0781747277348,-0.44484905915591605,0
-0.7568035739233091,-0.9661779876974781,0
-0.6140140369962329,-1.50920647096034,0
-1.74040177068703,-0.10571877663472999,0
-0.47038915852684704,0.06028249350758401,0
0.385441678419025,-0.273749702871601,0
-0.8485424925174481,-1.08924696850871,0
-1.4124725805957699,-0.8917772681094142,0
-0.9070427594159921,-1.39510575844339,0
-1.38670585629678,-1.39343782447943,0
-0.263835820129758,-0.8357289802835849,0
0.404121067063311,-1.1430797405483302,0
-1.56959398428929,-0.297553369433047,0
-0.983610338219507,-0.759818432905835,0
-1.1814920612834299,-0.571213115661437,0
-0.965084813627611,-2.00672820729508,0
-0.06896327535887599,0.15851228774689702,0
-1.4722478890479898,-0.8991610173606609,0
-0.9595691461003859,-0.165857022248914,0
0.089461778566825,-0.11062283842149401,0
-0.983621074260826,-0.86779945742649,0
0.21800192059835602,-0.4546018326389021,0
-1.38832686607914,-1.30984869629247,0
-1.1097842652394398,-1.02372809957157,0
-1.18147352508889,-0.7614564706841379,0
-0.514311260609245,-1.64234447215156,0
-1.1952282124526599,-1.11261377257605,0
-1.1680366035138798,-1.3939602232748003,0
-1.1258529625275,-1.61053470056048,0
-1.8314439371083702,-1.7459332959116203,0
-1.0932145998488498,-1.37236687767105,0
-0.614019602709868,-0.8151046154778271,0
-1.0300378821813,-0.7094606353859519,0
-2.2619641611448,-0.545457690045965,0
-1.13788847272892,-1.27535125224773,0
-1.2926193588381298,-0.019544659864183998,0
-1.26967364419874,0.44545719141263895,0
-1.01426014993858,-1.5199717305856002,0
0.259094092432985,-0.09258181634383501,0
-0.540500867734872,-0.856020655237061,0
-1.8709014553474799,-1.0871654434451898,0
-0.261845583998591,-1.41036106580515,0
-0.7227728177655209,-0.7051891132053628,0
-0.12290910760435,-0.895938862002847,0
-1.59654463732043,-1.08139161254124,0
-0.198035452119925,-1.11522562213395,0
-0.907010126530557,-0.762443779825135,0
-0.089016795421718,-1.0559770207954202,0
-0.585176989018413,-0.890621945575093,0
-2.0687244396525903,-0.841277157903557,0
-0.551288349470459,-0.6213921287247509,0
-0.972580113077025,-0.137158409245493,0
-1.70834921558175,-1.8728816450588401,0
-0.544358330605072,-1.5785441593629599,0
-0.4855441005426429,-1.19622864812191,0
-0.8045820637529941,-1.2131852581805902,0
-1.42942906932426,0.0733637259223781,0
-0.9324644965808649,-0.210268768239481,0
-0.447942791778261,-0.8547744559720319,0
-1.89099564101524,-0.8846013044224921,0
-0.295991791034339,-0.770382067360194,0
0.46276580195242606,-1.79509587105302,0
-1.3895530049143703,-3.0111276883488,0
0.00120501395169503,-0.899168809342871,0
-0.605234271595861,-0.80197472967633,0
-0.9549356498012209,-0.559064904657011,0
-1.2371797550668002,-0.374955908892367,0
-1.53922891643207,-0.443071045951623,0
-1.94493271318896,-0.665824928929593,0
-0.581781047350908,-1.41624380129749,0
0.26986513514985105,1.09890150405674,1
1.1626848321822199,1.34728916362941,1
2.6224290164335597,0.5519095675168609,1
0.377044734021731,1.8597352602791297,1
0.7269871216514621,0.9718203664333079,1
-2.1189239734922003,3.0067490992446295,1
1.8230997749838103,0.16997923892437303,1
1.2860669236614,1.21696791230774,1
1.31387058854467,1.89223085319603,1
1.9342824921960902,-0.00891019663174797,1
0.7576964594550529,-1.23374068475631,1
1.0271598627645,-0.418946200250943,1
1.65138033439856,1.4309942715418202,1
0.929436177227088,0.39962484051744496,1
4.23160338290695,-1.70303478389917,1
2.24850785648608,-0.105118361408674,1
0.3469702493531369,-0.187955133845184,1
1.3835967328264902,1.0312706806465801,1
0.062224616416744004,1.4713080463508301,1
-0.6013885952137701,2.8697755817108703,1
0.9160560707249691,1.6505989684416202,1
3.6816576548577005,-0.349277274080693,1
1.8687389497673201,-0.13024585865511001,1
1.44976872842324,0.693906676575229,1
1.46454167448845,-0.020991139922189,1
2.10307366775149,-1.05003342603861,1
-0.7154151847515,1.5291291182414402,1
0.12421537607339099,1.12622775248389,1
2.2143085009072,0.900826506425802,1
0.170682274796466,2.59743893214624,1
1.3374031039993899,0.084030521473475,1
-0.34198238301774797,1.17264936485409,1
0.173267935408387,1.8717844091084,1
2.19261624875223,2.05657768213573,1
1.29213184454897,-0.117388295631324,1
0.00976184166559901,0.343785684896454,1
1.22980770417174,2.20621740890394,1
2.5838380591555,0.68532870766396,1
1.64460221521631,1.36215294963471,1
0.035195466387001995,2.5596900757344403,1
0.7516834895894241,0.9075592041767091,1
-0.0255500439303999,1.52007997495337,1
-0.52990315580151,1.7217348874844098,1
1.12646032844548,0.38654691770327204,1
-0.50462545582976,1.4712577974813401,1
1.9282194590125001,0.14555430639676598,1
-0.65385246248536,1.9485395810472,1
1.02889262608875,0.967135627931593,1
0.5964126551996479,0.607165910325374,1
1.91563156060846,0.199180775985917,1
2.9781061030056803,-1.03441443629294,1
0.777508809350249,1.6611044461178797,1
1.00035640541895,1.34552893301231,1
1.09043062605882,0.133757213780936,1
0.6334602238540861,-0.76979807249789,1
-0.8165569507210401,2.75542482751746,1
2.3345869233415097,-1.2478744053963702,1
0.8454874547241941,1.68564275749467,1
1.3708642205695099,2.6212819985605096,1
1.41751550797436,0.38453118557674393,1
-0.50900292752806,2.1293677904396997,1
-0.55772574960774,3.2470386485628397,1
1.5684462149891498,1.4402550756908998,1
0.834956655167433,1.2679701970614399,1
1.3846520177215902,1.6579318695311103,1
2.10932912966574,-1.32756520055921,1
0.45693961771862107,1.02929791595882,1
2.00252758915673,0.11618748817715699,1
1.86295942101816,-1.2160233125529598,1
-1.4915880194390903,1.41642428888639,1
0.16975728247192998,1.12166425559093,1
1.03286364270496,1.05126074947504,1
-1.16416855553735,2.12902634692316,1
-0.62868128388298,-0.57701584209856,1
-1.29393719142146,2.71590557490745,1
0.902848175831504,1.2107134538647,1
1.4051933009343502,0.589342983996199,1
1.90214177288326,-0.437314983853323,1
0.663500739660362,1.43207387492856,1
2.63789281182404,-0.265785873576403,1
0.91398080005175,0.17582197861382398,1
1.88542501989086,0.325328794248677,1
1.3130166290143899,2.59779678396943,1
0.808832185964884,0.623673781002589,1
-0.086821150855974,1.9507978735367502,1
2.55265773689042,-0.57051398423212,1
0.290565672129164,0.991591973520505,1
0.9104442929002221,1.5427856996272702,1
-0.18130518201625304,2.14266213197129,1
1.9138899422327,2.05785133816392,1
0.24020620532989104,3.24311086869726,1
2.0848600938572903,0.45417207534379794,1
-0.59305655486041,2.8229299388664297,1
0.09799811382143901,0.8884876359367969,1
0.15819755054945198,-0.008304443822768959,1
2.15055592624922,-1.3889037372336102,1
0.093308926967702,-0.0962449184088781,1
1.46551879930428,0.7636009878875841,1
1.07418832583114,-0.058112523572742006,1
0.7055411017131221,2.47004689103023,1
